,rank_small,title,url,reviews_url,stars,reviews,rank_big,rank_big_name,asin,brand,on_shelf,buy_limit,price,sell,date,type,class,insert_date
79,80,"Amazfit Bip S Lite Smart Watch Fitness Tracker for Android iPhones, 30 Days Battery Life,14…",https://www.amazon.com/Amazfit-Smartwatch-Fitness-Waterproof-Charcoal/dp/B08C2HJCNL/ref=zg_bs_7939901011_80?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08C2HJCNL/ref=zg_bs_7939901011_cr_80?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,3.9,2162,1630,Electronics,B08C2HJCNL,Amazfit,2021-04-27,-1,48.92,-1,2021-11-08,bsr,watches,2021-11-08
80,81,"Amazfit Bip U Smart Watch Fitness Tracker for Men Women with 60+ Sports Modes, 9-Day…",https://www.amazon.com/Amazfit-Smartwatch-Measurement-Breathing-Monitoring/dp/B08JS2SKNL/ref=zg_bs_7939901011_81?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08JS2SKNL/ref=zg_bs_7939901011_cr_81?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.2,2151,1632,Electronics,B08JS2SKNL,Amazfit,2020-10-30,-1,59.99,-1,2021-11-08,bsr,watches,2021-11-08
81,82,"Smart Watch for Women, AGPTEK 1.69""(43mm) Smartwatch for Android and iOS…",https://www.amazon.com/AGPTEK-Smartwatch-Waterproof-Pedometer-LW31/dp/B0923MDZZ8/ref=zg_bs_7939901011_82?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B0923MDZZ8/ref=zg_bs_7939901011_cr_82?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,3.9,1541,1658,Electronics,B0923MDZZ8,AGPTEK,2021-04-09,-1,47.99,-1,2021-11-08,bsr,watches,2021-11-08
82,83,"Samsung Galaxy Watch (42mm, GPS, Bluetooth) – Midnight Black (US Version)",https://www.amazon.com/Samsung-Galaxy-Midnight-Bluetooth-SM-R810NZKAXAR/dp/B07FTKJCMS/ref=zg_bs_7939901011_83?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08GPLKR27/ref=zg_bs_7939901011_cr_83?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.6,19888,1676,Electronics,B07FTKJCMS,Samsung Electronics,2018-08-10,-1,195.00,-1,2021-11-08,bsr,watches,2021-11-08
83,84,"Dirrelo Smart Watch for Android Phones and iPhone Compatible, Smart Watches for…",https://www.amazon.com/Dirrelo-Watches-Compatible-Saturation-Waterproof/dp/B08RN89SQ4/ref=zg_bs_7939901011_84?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08RN89SQ4/ref=zg_bs_7939901011_cr_84?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.1,2035,1701,Electronics,B08RN89SQ4,Dirrelo,2021-01-13,-1,49.99,-1,2021-11-08,bsr,watches,2021-11-08
84,85,"Amazfit Bip S Fitness Smartwatch, 40 Day Battery Life, 10 Sports Modes, Heart Rate,…",https://www.amazon.com/Amazfit-Smartwatch-Battery-Display-Water-Resistant/dp/B082VZZHK4/ref=zg_bs_7939901011_85?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B082VZZHK4/ref=zg_bs_7939901011_cr_85?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.2,4645,1706,Electronics,B082VZZHK4,Amazfit,2019-12-17,-1,69.99,-1,2021-11-08,bsr,watches,2021-11-08
85,86,"Smart Watch, KALINCO Fitness Tracker with Heart Rate Monitor, Blood Pressure, Blood…",https://www.amazon.com/KALINCO-Pressure-Tracking-Smartwatch-Compatible/dp/B08XML9GGY/ref=zg_bs_7939901011_86?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08XML9GGY/ref=zg_bs_7939901011_cr_86?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.0,4988,1749,Electronics,B08XML9GGY,KALINCO,2021-02-26,-1,29.99,-1,2021-11-08,bsr,watches,2021-11-08
86,87,"Donerton Smart Watch, Fitness Tracker for Android Phones, Fitness Tracker with Heart…",https://www.amazon.com/Donerton-Smart-Watch/dp/B08T75R5C5/ref=zg_bs_7939901011_87?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08T75R5C5/ref=zg_bs_7939901011_cr_87?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.0,8806,1763,Electronics,B08T75R5C5,Donerton,2021-01-16,-1,39.99,-1,2021-11-08,bsr,watches,2021-11-08
87,88,"Amazfit T-Rex Pro Smart Watch with GPS, Outdoor Fitness Watch for Men, Military…",https://www.amazon.com/Amazfit-Smartwatch-Military-Certified-Waterproof/dp/B08X9WS6VW/ref=zg_bs_7939901011_88?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08X9WS6VW/ref=zg_bs_7939901011_cr_88?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.3,1261,1788,Electronics,B08X9WS6VW,Amazfit,2021-02-24,-1,139.99,-1,2021-11-08,bsr,watches,2021-11-08
88,89,"Stiive Smart Watch, 1.28 Inch Full Touch Screen Smartwatch for Men Women, Heart Rate &…",https://www.amazon.com/Stiive-Smartwatch-Pedometer-Waterproof-Phones-Pink/dp/B09BCJD4QP/ref=zg_bs_7939901011_89?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B09BCJD4QP/ref=zg_bs_7939901011_cr_89?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.2,148,1812,Electronics,B09BCJD4QP,Stiive,2021-08-12,-1,45.99,-1,2021-11-08,bsr,watches,2021-11-08
89,90,Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running…,https://www.amazon.com/Smartwatch-Monitor-Tracker-Fitness-Detection/dp/B096BM96JH/ref=zg_bs_7939901011_90?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B096BM96JH/ref=zg_bs_7939901011_cr_90?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.5,955,1836,Electronics,B096BM96JH,Samsung Electronics,2021-08-11,-1,249.99,-1,2021-11-08,bsr,watches,2021-11-08
90,91,"Smart Watches for Women, AOKESI 2021 Smart Watch for Android Phones and iPhone…",https://www.amazon.com/Watches-Android-Compatible-Waterproof-Smartwatch/dp/B09B1RFMNB/ref=zg_bs_7939901011_91?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B09B1RFMNB/ref=zg_bs_7939901011_cr_91?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.5,619,1846,Electronics,B09B1RFMNB,AOKESIFIT,2021-07-22,-1,49.99,-1,2021-11-08,bsr,watches,2021-11-08
91,92,"Smart Watch, 2021 HD LCD Smart Watch for Android Phones and iPhone Compatible,…",https://www.amazon.com/Android-Compatible-Waterproof-Fitness-Smartwatch/dp/B09G6H8JTP/ref=zg_bs_7939901011_92?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B09G6H8JTP/ref=zg_bs_7939901011_cr_92?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.8,286,1848,Electronics,B09G6H8JTP,Lovtutu,2021-09-14,-1,49.99,-1,2021-11-08,bsr,watches,2021-11-08
92,93,"Smart Watch, KALINCO Fitness Tracker with Heart Rate Monitor, Blood Pressure, Blood…",https://www.amazon.com/KALINCO-Pressure-Tracking-Smartwatch-Compatible/dp/B08XM8X4VQ/ref=zg_bs_7939901011_93?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08XM8X4VQ/ref=zg_bs_7939901011_cr_93?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.0,4988,1869,Electronics,B08XM8X4VQ,KALINCO,2021-02-26,-1,29.99,-1,2021-11-08,bsr,watches,2021-11-08
93,94,"Tinwoo Smart Watch for Men and Women,46mm Support Wireless…",https://www.amazon.com/Tinwoo-Wireless-Bluetooth-Smartwatch-Compatible/dp/B08BF8DFC7/ref=zg_bs_7939901011_94?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08BF8DFC7/ref=zg_bs_7939901011_cr_94?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.1,4989,1885,Electronics,B08BF8DFC7,Tinwoo,2020-06-18,-1,46.74,-1,2021-11-08,bsr,watches,2021-11-08
94,95,Kids Smart Watch for Boys Girls - Kids Smartwatch with Call 7 Games Music Player…,https://www.amazon.com/Kids-Smart-Watch-Boys-Girls/dp/B087BYP7HV/ref=zg_bs_7939901011_95?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B087BYP7HV/ref=zg_bs_7939901011_cr_95?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,3.7,639,1896,Electronics,B087BYP7HV,INIUPO,2020-04-20,-1,35.99,-1,2021-11-08,bsr,watches,2021-11-08
95,96,"Smart Watch 2021(Call Receive/Dial), 1.72 in HD Full Touch Screen Smartwatch Fitness…",https://www.amazon.com/Receive-Smartwatch-Fitness-Tracker-T42-Black/dp/B09DYBHPWV/ref=zg_bs_7939901011_96?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B09DYBHPWV/ref=zg_bs_7939901011_cr_96?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.6,23,1904,Electronics,B09DYBHPWV,ANDFZ,2021-09-13,-1,59.99,-1,2021-11-08,bsr,watches,2021-11-08
96,97,"Smart Watch,1.44"" Touch Screen Smartwatch,Fitness Trackers with Heart Rate Monitor,Waterproof IP65 Activity Trackers…",https://www.amazon.com/Smartwatch-Trackers-Waterproof-Pedometer-Stopwatch/dp/B09HQPXK91/ref=zg_bs_7939901011_97?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,,0,0,1909,Electronics,B09HQPXK91,Sanpanpai,2021-10-04,-1,63.96,-1,2021-11-08,bsr,watches,2021-11-08
97,98,Kids Smart Watch for Boys Girls - HD Touch Screen Sports Smartwatch Phone with Call…,https://www.amazon.com/Kids-Smart-Watch-Boys-Girls/dp/B07S599518/ref=zg_bs_7939901011_98?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B07S599518/ref=zg_bs_7939901011_cr_98?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,3.6,1328,1910,Electronics,B07S599518,GOOWJUER,2019-06-20,-1,27.19,-1,2021-11-08,bsr,watches,2021-11-08
98,99,"Rinsmola Smart Watch 2021 Watches for Men Women, Fitness Tracker 1.69"" Touch Screen…",https://www.amazon.com/Rinsmola-Smartwatch-Pedometer-Waterproof-Activity/dp/B08TZPB6TD/ref=zg_bs_7939901011_99?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B08TZPB6TD/ref=zg_bs_7939901011_cr_99?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.0,3077,1937,Electronics,B08TZPB6TD,Rinsmola,2021-04-25,-1,49.99,-1,2021-11-08,bsr,watches,2021-11-08
99,100,Samsung Galaxy Watch 4 Classic 46mm Smartwatch with ECG Monitor Tracker for…,https://www.amazon.com/Samsung-Classic-Smartwatch-Detection-Bluetooth/dp/B096BL5C31/ref=zg_bs_7939901011_100?_encoding=UTF8&psc=1&refRID=5B4HY0SKVPYPQZ02PBZZ,https://www.amazon.com/product-reviews/B096BL5C31/ref=zg_bs_7939901011_cr_100?ie=UTF8&refRID=5B4HY0SKVPYPQZ02PBZZ,4.1,360,1947,Electronics,B096BL5C31,Samsung Electronics,2021-08-11,-1,349.99,-1,2021-11-08,bsr,watches,2021-11-08
100,1,"Apple Watch Series?7 GPS, 45mm Midnight Aluminum Case with Midnight Sport Band…",https://www.amazon.com/Apple-Watch-Midnight-Aluminum-Sport/dp/B09HF6XBPF/ref=zg_bsnr_7939901011_1?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HF6XBPF/ref=zg_bsnr_7939901011_cr_1?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HF6XBPF,Apple,?2021年September28日,-1,429.00,-1,2021-11-08,nr,watches,2021-11-08
101,2,"Apple Watch Series?7 GPS, 41mm Starlight Aluminum Case with Starlight Sport Band…",https://www.amazon.com/Apple-Watch-Starlight-Aluminum-Sport/dp/B09HF6H3X3/ref=zg_bsnr_7939901011_2?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HF6H3X3/ref=zg_bsnr_7939901011_cr_2?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HF6H3X3,Apple,?2021年September28日,-1,399.00,-1,2021-11-08,nr,watches,2021-11-08
102,3,"Apple Watch SE (GPS, 40mm) - Space Grey Aluminium Case with Midnight Sport Band…",https://www.amazon.com/Apple-Watch-GPS-40mm-Aluminium/dp/B09G96SSLB/ref=zg_bsnr_7939901011_3?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09G96SSLB/ref=zg_bsnr_7939901011_cr_3?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.8,22999,-1,Electronics,B09G96SSLB,Apple,?2021年September14日,-1,279.00,-1,2021-11-08,nr,watches,2021-11-08
103,4,"Apple Watch Series?7 GPS, 41mm Midnight Aluminum Case with Midnight Sport Band…",https://www.amazon.com/Apple-Watch-Midnight-Aluminum-Sport/dp/B09HF7W3N6/ref=zg_bsnr_7939901011_4?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HF7W3N6/ref=zg_bsnr_7939901011_cr_4?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HF7W3N6,Apple,?2021年September28日,-1,399.99,-1,2021-11-08,nr,watches,2021-11-08
104,5,"Fitbit Sense Advanced Smartwatch with Tools for Heart Health, Stress Management & Skin…",https://www.amazon.com/Fitbit-Advanced-Smartwatch-Management-Temperature/dp/B09B7W8K38/ref=zg_bsnr_7939901011_5?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09B7W8K38/ref=zg_bsnr_7939901011_cr_5?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.4,21207,190,Electronics,B09B7W8K38,Fitbit,2021年August16日,-1,199.95,-1,2021-11-08,nr,watches,2021-11-08
105,6,"Apple Watch Series 7 GPS + Cellular, 45mm Midnight Aluminum Case with Midnight…",https://www.amazon.com/Apple-Watch-Cellular-Midnight-Aluminum/dp/B09HDSCKDJ/ref=zg_bsnr_7939901011_6?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HDSCKDJ/ref=zg_bsnr_7939901011_cr_6?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HDSCKDJ,Apple,?2021年September28日,-1,519.99,-1,2021-11-08,nr,watches,2021-11-08
106,7,Samsung Electronics Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for…,https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B096BJLZZM/ref=zg_bsnr_7939901011_7?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B096BJLZZM/ref=zg_bsnr_7939901011_cr_7?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,956,272,Electronics,B096BJLZZM,Samsung Electronics,2021年August11日,-1,199.00,-1,2021-11-08,nr,watches,2021-11-08
107,8,"Apple Watch SE (GPS, 40mm) - Silver Aluminum Case with Abyss Blue Sport Band",https://www.amazon.com/Apple-Watch-SE-GPS-40mm/dp/B09G93BDQP/ref=zg_bsnr_7939901011_8?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09G93BDQP/ref=zg_bsnr_7939901011_cr_8?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.8,22999,-1,Electronics,B09G93BDQP,Apple,?2021年September14日,-1,269.99,-1,2021-11-08,nr,watches,2021-11-08
108,9,"Apple Watch SE (GPS, 44mm) - Space Grey Aluminium Case with Midnight Sport Band…",https://www.amazon.com/Apple-Watch-GPS-44mm-Aluminium/dp/B09G9FZPN5/ref=zg_bsnr_7939901011_9?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09G9FZPN5/ref=zg_bsnr_7939901011_cr_9?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.8,22999,-1,Electronics,B09G9FZPN5,Apple,?2021年September14日,-1,309.00,-1,2021-11-08,nr,watches,2021-11-08
109,10,Samsung Electronics Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for…,https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B096BKNBKR/ref=zg_bsnr_7939901011_10?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B096BKNBKR/ref=zg_bsnr_7939901011_cr_10?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,956,467,Electronics,B096BKNBKR,Samsung Electronics,2021年August11日,-1,199.99,-1,2021-11-08,nr,watches,2021-11-08
110,11,"Apple Watch Series?7 GPS, 45mm Green Aluminum Case with Clover Sport Band…",https://www.amazon.com/Apple-Watch-Green-Aluminum-Clover/dp/B09HDXJRB4/ref=zg_bsnr_7939901011_11?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HDXJRB4/ref=zg_bsnr_7939901011_cr_11?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HDXJRB4,Apple,?2021年September28日,-1,429.00,-1,2021-11-08,nr,watches,2021-11-08
111,12,"Apple Watch Series 7 GPS + Cellular, 41mm Midnight Aluminum Case with Midnight…",https://www.amazon.com/Apple-Watch-Cellular-Midnight-Aluminum/dp/B09HDTHSDN/ref=zg_bsnr_7939901011_12?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HDTHSDN/ref=zg_bsnr_7939901011_cr_12?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HDTHSDN,Apple,?2021年September28日,-1,499.00,-1,2021-11-08,nr,watches,2021-11-08
112,13,"Apple Watch Series?7 GPS, 41mm Green Aluminum Case with Clover Sport Band…",https://www.amazon.com/Apple-Watch-Green-Aluminum-Clover/dp/B09HF1DC1J/ref=zg_bsnr_7939901011_13?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HF1DC1J/ref=zg_bsnr_7939901011_cr_13?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HF1DC1J,Apple,?2021年September28日,-1,439.00,-1,2021-11-08,nr,watches,2021-11-08
113,14,"Apple Watch Series 7 GPS + Cellular, 41mm Starlight Aluminum Case with Starlight Sport…",https://www.amazon.com/Apple-Watch-Cellular-Starlight-Aluminum/dp/B09HDZ5MKC/ref=zg_bsnr_7939901011_14?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09HDZ5MKC/ref=zg_bsnr_7939901011_cr_14?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,86,-1,Electronics,B09HDZ5MKC,Apple,?2021年September28日,-1,499.00,-1,2021-11-08,nr,watches,2021-11-08
114,15,"Smart Watches for Women, 2021 HD LCD Smart Watch for Android Phones and iPhone…",https://www.amazon.com/Watches-Android-Compatible-Waterproof-Smartwatch/dp/B09G62P2LG/ref=zg_bsnr_7939901011_15?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B09G62P2LG/ref=zg_bsnr_7939901011_cr_15?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.8,287,725,Electronics,B09G62P2LG,Lovtutu,2021年September14日,-1,49.99,-1,2021-11-08,nr,watches,2021-11-08
115,16,Samsung Electronics Galaxy Watch 4 44mm Smartwatch with ECG Monitor Tracker for…,https://www.amazon.com/Samsung-Electronics-Galaxy-Watch-Smartwatch/dp/B096BHLJ7V/ref=zg_bsnr_7939901011_16?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B096BHLJ7V/ref=zg_bsnr_7939901011_cr_16?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,956,823,Electronics,B096BHLJ7V,Samsung Electronics,2021年August11日,-1,249.99,-1,2021-11-08,nr,watches,2021-11-08
116,17,Samsung Electronics Galaxy Watch 4 Classic 46mm Smartwatch with ECG Monitor Tracker…,https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B096BKFG57/ref=zg_bsnr_7939901011_17?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B096BKFG57/ref=zg_bsnr_7939901011_cr_17?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.1,360,859,Electronics,B096BKFG57,Samsung Electronics,2021年August11日,-1,349.00,-1,2021-11-08,nr,watches,2021-11-08
117,18,Kids Smart Watch Girls Boys - Smart Watch for Kids Watches Ages 4-12 Years with 17…,https://www.amazon.com/Kids-Smart-Watch-Girls-Boys/dp/B095KDPQXZ/ref=zg_bsnr_7939901011_18?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B095KDPQXZ/ref=zg_bsnr_7939901011_cr_18?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.2,104,1082,Electronics,B095KDPQXZ,INIUPO,2021年June29日,-1,37.99,-1,2021-11-08,nr,watches,2021-11-08
118,19,Samsung Galaxy Watch 4 44mm Smartwatch with ECG Monitor Tracker for Health Fitness…,https://www.amazon.com/Samsung-Galaxy-Watch-Smartwatch-Detection/dp/B096BLQZZG/ref=zg_bsnr_7939901011_19?_encoding=UTF8&psc=1&refRID=RE4198HFBY6HG1E59FF6,https://www.amazon.com/product-reviews/B096BLQZZG/ref=zg_bsnr_7939901011_cr_19?ie=UTF8&refRID=RE4198HFBY6HG1E59FF6,4.5,956,1157,Electronics,B096BLQZZG,Samsung Electronics,2021年August11日,-1,229.99,-1,2021-11-08,nr,watches,2021-11-08
